0,-1.117575,-9.010000,-5.000000
1,-1.078075,-9.010000,-4.990000
2,-1.095183,-9.020000,-5.000000
3,-1.110464,-9.030000,-5.010000
4,-1.123889,-9.040000,-5.020000
5,-1.135430,-9.050000,-5.030000
6,-1.123889,-9.040000,-5.020000
7,-1.135430,-9.050000,-5.030000
8,-1.145059,-9.060000,-5.040000
9,-1.152748,-9.070000,-5.050000
10,-1.180520,-9.060000,-5.050000
11,-1.215973,-9.060000,-5.060000
12,-1.251415,-9.060000,-5.070000
13,-1.256563,-9.070000,-5.080000
14,-1.286841,-9.060000,-5.080000
15,-1.322249,-9.060000,-5.090000
16,-1.316814,-9.050000,-5.080000
17,-1.353048,-9.050000,-5.090000
18,-1.357634,-9.060000,-5.100000
19,-1.322249,-9.060000,-5.090000
20,-1.291136,-9.070000,-5.090000
21,-1.286841,-9.060000,-5.080000
22,-1.316814,-9.050000,-5.080000
23,-1.280561,-9.050000,-5.070000
24,-1.316814,-9.050000,-5.080000
25,-1.286841,-9.060000,-5.080000
26,-1.251415,-9.060000,-5.070000
27,-1.286841,-9.060000,-5.080000
28,-1.291136,-9.070000,-5.090000
29,-1.325687,-9.070000,-5.100000
30,-1.360214,-9.070000,-5.110000
31,-1.327104,-9.080000,-5.110000
32,-1.326476,-9.090000,-5.120000
33,-1.360761,-9.080000,-5.120000
34,-1.326476,-9.090000,-5.120000
35,-1.291857,-9.100000,-5.120000
36,-1.259908,-9.100000,-5.110000
37,-1.260835,-9.090000,-5.100000
38,-1.227977,-9.090000,-5.090000
39,-1.195098,-9.090000,-5.080000
40,-1.192234,-9.080000,-5.070000
41,-1.195098,-9.090000,-5.080000
42,-1.192234,-9.080000,-5.070000
43,-1.195098,-9.090000,-5.080000
44,-1.227977,-9.090000,-5.090000
45,-1.227932,-9.100000,-5.100000
46,-1.195934,-9.100000,-5.090000
47,-1.227932,-9.100000,-5.100000
48,-1.260835,-9.090000,-5.100000
49,-1.293669,-9.090000,-5.110000
50,-1.259908,-9.100000,-5.110000
51,-1.227932,-9.100000,-5.100000
52,-1.259908,-9.100000,-5.110000
53,-1.256907,-9.110000,-5.120000
54,-1.287962,-9.110000,-5.130000
55,-1.256907,-9.110000,-5.120000
56,-1.287962,-9.110000,-5.130000
57,-1.251809,-9.120000,-5.130000
58,-1.256907,-9.110000,-5.120000
59,-1.287962,-9.110000,-5.130000
60,-1.281959,-9.120000,-5.140000
61,-1.312075,-9.120000,-5.150000
62,-1.342153,-9.120000,-5.160000
63,-1.303027,-9.130000,-5.160000
64,-1.342153,-9.120000,-5.160000
65,-1.380920,-9.110000,-5.160000
66,-1.372191,-9.120000,-5.170000
67,-1.411827,-9.110000,-5.170000
68,-1.451094,-9.100000,-5.170000
69,-1.482818,-9.100000,-5.180000
70,-1.489990,-9.090000,-5.170000
71,-1.528511,-9.080000,-5.170000
72,-1.495043,-9.080000,-5.160000
73,-1.457367,-9.090000,-5.160000
74,-1.451094,-9.100000,-5.170000
75,-1.419325,-9.100000,-5.160000
76,-1.457367,-9.090000,-5.160000
77,-1.461531,-9.080000,-5.150000
78,-1.498002,-9.070000,-5.150000
79,-1.463609,-9.070000,-5.140000
80,-1.427978,-9.080000,-5.140000
81,-1.391995,-9.090000,-5.140000
82,-1.427978,-9.080000,-5.140000
83,-1.429178,-9.070000,-5.130000
84,-1.463625,-9.060000,-5.130000
85,-1.463609,-9.070000,-5.140000
86,-1.463625,-9.060000,-5.130000
87,-1.429178,-9.070000,-5.130000
89,-1.394712,-9.070000,-5.120000
90,-1.394387,-9.080000,-5.130000
91,-1.359252,-9.090000,-5.130000
92,-1.360761,-9.080000,-5.120000
93,-1.394387,-9.080000,-5.130000
94,-1.360761,-9.080000,-5.120000
95,-1.359252,-9.090000,-5.130000
96,-1.360761,-9.080000,-5.120000
97,-1.394712,-9.070000,-5.120000
98,-1.394387,-9.080000,-5.130000
99,-1.394712,-9.070000,-5.120000
100,-1.428326,-9.060000,-5.120000
101,-1.425446,-9.050000,-5.110000
102,-1.457566,-9.040000,-5.110000
103,-1.489352,-9.030000,-5.110000
104,-1.520805,-9.020000,-5.110000
105,-1.482192,-9.020000,-5.100000
106,-1.473085,-9.010000,-5.090000
107,-1.462056,-9.000000,-5.080000
108,-1.473085,-9.010000,-5.090000
109,-1.433628,-9.010000,-5.080000
110,-1.462056,-9.000000,-5.080000
111,-1.473085,-9.010000,-5.090000
112,-1.443553,-9.020000,-5.090000
113,-1.404889,-9.020000,-5.080000
114,-1.375839,-9.030000,-5.080000
115,-1.346481,-9.040000,-5.080000
116,-1.316814,-9.050000,-5.080000
117,-1.280561,-9.050000,-5.070000
118,-1.244292,-9.050000,-5.060000
119,-1.251415,-9.060000,-5.070000
120,-1.256563,-9.070000,-5.080000
121,-1.286841,-9.060000,-5.080000
122,-1.251415,-9.060000,-5.070000
123,-1.256563,-9.070000,-5.080000
124,-1.221972,-9.070000,-5.070000
125,-1.225981,-9.080000,-5.080000
126,-1.259711,-9.080000,-5.090000
127,-1.260835,-9.090000,-5.100000
128,-1.293669,-9.090000,-5.110000
129,-1.293420,-9.080000,-5.100000
130,-1.325687,-9.070000,-5.100000
131,-1.357634,-9.060000,-5.100000
132,-1.353048,-9.050000,-5.090000
133,-1.383533,-9.040000,-5.090000
134,-1.413702,-9.030000,-5.090000
135,-1.420563,-9.040000,-5.100000
136,-1.383533,-9.040000,-5.090000
137,-1.420563,-9.040000,-5.100000
138,-1.425446,-9.050000,-5.110000
139,-1.389260,-9.050000,-5.100000
140,-1.425446,-9.050000,-5.110000
