XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
-0.03132	-0.00000	3.95618	
-0.04570	-0.97585	3.94545	
-0.91667	-0.49535	4.05449	
-0.91667	0.49535	4.05449	
-0.04570	0.97585	3.94545	
0.85381	0.51353	4.02437	
0.85381	-0.51353	4.02437	
-0.50012	-0.50521	3.16960	
-0.50012	0.50521	3.16960	
0.22553	0.00000	3.52269	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
0.00027	0.70711	-0.70711	-0.00027	
0.00007	0.70709	-0.70712	-0.00026	
0.00011	0.70714	-0.70707	-0.00023	
0.00023	0.70707	-0.70714	-0.00011	
0.00026	0.70712	-0.70709	-0.00007	
0.00009	0.70707	-0.70715	-0.00015	
0.00015	0.70715	-0.70707	-0.00009	
0.00133	0.70721	-0.70700	-0.00127	
0.00127	0.70700	-0.70721	-0.00133	
0.00663	0.70708	-0.70708	-0.00663	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
