XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
0.03665	0.01887	3.98886	
0.18966	-0.99324	4.10813	
-0.70718	-0.63854	3.89807	
-0.91968	0.32527	4.02180	
0.01965	0.50956	3.88120	
0.94154	0.56089	4.05717	
0.93943	-0.39147	3.92440	
0.02470	-0.63588	3.20602	
-0.46520	0.20916	3.11333	
0.56056	0.20438	3.18565	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00035	0.70697	-0.70725	0.00014	
0.00120	0.70805	-0.70616	-0.00012	
0.00049	0.70607	-0.70814	0.00285	
0.00228	0.70716	-0.70705	0.00113	
0.00502	0.69836	-0.71572	0.00187	
-0.00138	0.71140	-0.70277	0.00470	
-0.00156	0.70806	-0.70615	-0.00088	
-0.00071	0.71114	-0.70304	0.00369	
0.00892	0.70745	-0.70671	0.00215	
-0.00133	0.70912	-0.70508	-0.00109	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
