XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
-0.04274	-0.00269	4.02485	
-0.01809	-0.94793	3.90132	
-0.90179	-0.54896	4.01796	
-0.96585	0.42729	4.08069	
-0.16047	0.93604	3.85422	
0.76553	0.57446	4.01125	
0.84426	-0.42421	3.93656	
-0.41034	-0.29777	3.18442	
-0.27907	0.71197	3.41478	
0.48923	0.11715	3.17175	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
0.00022	0.70706	-0.70716	-0.00011	
-0.00057	0.70692	-0.70730	-0.00023	
0.00032	0.70720	-0.70702	-0.00003	
0.00110	0.70711	-0.70710	-0.00020	
0.00186	0.70679	-0.70742	-0.00119	
0.00027	0.70674	-0.70747	-0.00120	
-0.00043	0.70689	-0.70733	-0.00037	
-0.00070	0.70680	-0.70741	-0.00302	
-0.00491	0.70867	-0.70552	-0.00088	
-0.00015	0.70661	-0.70760	-0.00132	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
