XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
0.01810	-0.03135	4.02379	
0.04234	-1.05089	4.04052	
-0.77343	-0.54521	3.87955	
-0.84236	0.45540	3.97253	
0.02679	0.95721	3.97253	
0.85888	0.39721	3.87955	
0.88892	-0.56211	4.04052	
0.01138	-0.52608	3.18749	
-0.25115	0.43501	3.16741	
0.44990	-0.27289	3.18749	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
0.00005	0.70711	-0.70711	0.00018	
0.00001	0.70707	-0.70714	0.00047	
-0.00028	0.70710	-0.70711	0.00087	
0.00010	0.70708	-0.70714	0.00028	
0.00005	0.70714	-0.70708	0.00029	
0.00067	0.70711	-0.70710	0.00062	
0.00023	0.70714	-0.70707	0.00041	
-0.00280	0.70690	-0.70730	0.00332	
0.00015	0.70711	-0.70711	0.00057	
0.00409	0.70730	-0.70690	0.00147	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
