XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
0.04726	0.00000	3.98547	
-0.07926	-0.96384	3.97578	
-0.85430	-0.25501	3.99496	
-0.85430	0.25501	3.99496	
-0.07926	0.96384	3.97578	
0.85057	0.51141	3.97386	
0.85057	-0.51141	3.97386	
-0.31776	-0.48442	3.16315	
-0.31776	0.48442	3.16315	
0.56639	0.00000	3.14766	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00019	0.70711	-0.70711	0.00019	
0.00024	0.70708	-0.70714	-0.00061	
-0.00159	0.70678	-0.70743	-0.00150	
0.00150	0.70743	-0.70678	0.00159	
0.00061	0.70714	-0.70708	-0.00024	
-0.00001	0.70709	-0.70713	-0.00013	
0.00013	0.70713	-0.70709	0.00001	
0.00011	0.70713	-0.70708	-0.00033	
0.00033	0.70708	-0.70713	-0.00011	
0.00008	0.70711	-0.70711	-0.00008	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
