XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
0.03498	-0.02861	4.01614	
0.17807	-1.03420	4.09988	
-0.62291	-0.57797	4.44067	
-0.89139	0.31085	4.03643	
-0.11057	0.94107	3.92607	
0.80823	0.51604	3.92520	
0.95924	-0.44804	3.99583	
-0.40316	-0.62775	3.41118	
-0.38711	0.34223	3.17479	
0.48527	-0.13386	3.17343	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00005	0.70707	-0.70714	0.00022	
-0.00036	0.70769	-0.70652	0.00152	
0.00409	0.70763	-0.70655	-0.00452	
0.00171	0.70649	-0.70772	0.00157	
0.00094	0.70669	-0.70752	-0.00059	
0.00018	0.70674	-0.70748	-0.00146	
-0.00007	0.70771	-0.70651	0.00011	
0.00355	0.71004	-0.70412	-0.00597	
0.00175	0.70633	-0.70788	0.00046	
0.00189	0.70641	-0.70780	0.00044	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
