XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
0.00728	0.04460	4.01614	
0.17649	-0.92740	4.03643	
-0.75970	-0.56629	3.92607	
-0.85102	0.44193	3.92520	
-0.09161	1.05474	3.99583	
0.80661	0.67131	4.09988	
0.81200	-0.25047	4.44067	
-0.10283	-0.50636	3.17479	
-0.12671	0.48718	3.17343	
0.74523	-0.03527	3.41118	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00017	0.70707	-0.70714	-0.00016	
-0.00221	0.70649	-0.70772	0.00070	
0.00004	0.70669	-0.70752	0.00111	
0.00118	0.70674	-0.70748	0.00089	
-0.00006	0.70771	-0.70651	-0.00011	
-0.00114	0.70769	-0.70652	-0.00107	
0.00187	0.70763	-0.70655	0.00580	
-0.00128	0.70633	-0.70788	0.00129	
-0.00132	0.70641	-0.70780	0.00142	
0.00339	0.71004	-0.70412	0.00606	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
