XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
0.02370	0.03568	4.02485	
-0.05476	-0.94326	3.93656	
-0.88027	-0.37574	4.01125	
-0.73040	0.60699	3.85422	
0.11288	1.05010	4.08069	
0.92630	0.50649	4.01796	
0.82998	-0.45830	3.90132	
-0.34607	-0.36511	3.17175	
-0.47704	0.59767	3.41478	
0.46304	0.20648	3.18442	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00024	0.70716	-0.70706	0.00002	
0.00019	0.70733	-0.70689	-0.00053	
-0.00083	0.70747	-0.70674	-0.00090	
-0.00221	0.70742	-0.70679	-0.00010	
-0.00106	0.70710	-0.70711	0.00038	
-0.00030	0.70702	-0.70720	0.00014	
0.00038	0.70730	-0.70692	-0.00048	
-0.00053	0.70760	-0.70661	-0.00122	
0.00381	0.70552	-0.70867	-0.00322	
-0.00090	0.70741	-0.70680	-0.00296	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
