XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
-0.03620	-0.00000	4.02379	
-0.08545	-0.94241	3.87955	
-0.93127	-0.48877	4.04052	
-0.93127	0.48877	4.04052	
-0.08545	0.94241	3.87955	
0.81557	0.50180	3.97253	
0.81557	-0.50180	3.97253	
-0.46129	-0.25318	3.18749	
-0.46129	0.25318	3.18749	
0.50231	0.00000	3.16741	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
0.00013	0.70711	-0.70711	-0.00013	
0.00020	0.70711	-0.70710	-0.00089	
0.00024	0.70714	-0.70707	-0.00040	
0.00040	0.70707	-0.70714	-0.00024	
0.00089	0.70710	-0.70711	-0.00020	
0.00019	0.70708	-0.70714	-0.00023	
0.00023	0.70714	-0.70708	-0.00019	
-0.00077	0.70730	-0.70690	-0.00428	
0.00428	0.70690	-0.70730	0.00077	
0.00042	0.70711	-0.70711	-0.00042	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
