XPOS
0.00000	0.00000	0.00000	
1.60000	-0.45000	0.19963	
0.00000	0.00000	4.00000	
0.00000	0.00000	4.00000	
0.01566	-0.02713	3.95618	
0.02935	-1.04153	4.05449	
-0.82226	-0.52750	3.94545	
-0.87163	0.48266	4.02437	
0.01782	0.99618	4.02437	
0.86796	0.44835	3.94545	
0.88732	-0.54619	4.05449	
-0.18746	-0.68572	3.16960	
-0.11276	0.19531	3.52269	
0.68758	-0.18051	3.16960	
-0.28868	-0.50000	4.81650	
-0.28868	0.50000	4.81650	
0.57735	0.00000	4.81650	
XORIEN
1.00000	0.00000	0.00000	0.00000	
1.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	1.00000	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
0.00010	0.70711	-0.70711	0.00036	
-0.00002	0.70707	-0.70714	0.00026	
-0.00007	0.70712	-0.70709	0.00026	
0.00009	0.70707	-0.70715	0.00015	
0.00000	0.70715	-0.70707	0.00018	
0.00019	0.70709	-0.70712	0.00020	
0.00014	0.70714	-0.70707	0.00021	
0.00052	0.70700	-0.70721	0.00177	
0.00243	0.70708	-0.70708	0.00905	
0.00044	0.70721	-0.70700	0.00179	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
-0.00000	0.70711	-0.70711	0.00000	
